Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
AGPAT141	0.00	200000.00	-0.00	-392039.20	392039.20
AGPAT160	0.00	200000.00	0.00	-392039.20	392039.20
AGPAT161	0.00	200000.00	-0.00	-392039.20	392039.20
AGPAT180	0.00	200000.00	0.00	-392039.20	392039.20
AGPAT181	0.00	200000.00	0.00	-392039.20	392039.20
AGPR	1122.15	141421.36	1111.82	-276103.15	278366.57
AGt3	0.00	0.00	0.00	-19.60	19.60
AHCYSNS	239.08	173205.08	239.08	-339292.17	339730.55
AICART	0.00	200000.00	0.00	-392039.20	392039.20
AIRC2	-505.38	200000.00	-507.10	-392565.90	391551.70
AIRC3	0.00	141421.36	0.00	-277205.46	277205.46
AKGDH	-361.09	173205.08	-367.97	-339908.74	339172.79
AKGt2rpp	0.00	0.00	8.68	-10.92	28.28
AKGtex	0.00	0.00	0.00	-19.60	19.60
ALAALAD	239.08	223606.80	239.08	-438079.54	438517.91
ALAALAabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
ALAALAr	-1093.83	264575.13	-1092.11	-519718.17	517533.95
ALAALAtex	0.00	0.00	0.00	-19.60	19.60
ALAGLUE	0.00	141421.36	0.00	-277205.46	277205.46
ALAR	0.00	141421.36	0.00	-277205.46	277205.46
ALATA_D2	0.00	200000.00	1.72	-392037.48	392040.92
ALATA_L	0.00	200000.00	1.72	-392037.48	392040.92
ALATA_L2	0.00	200000.00	1.72	-392037.48	392040.92
ALATRS	-1972.40	223606.80	-1970.68	-440298.80	436357.45
ALAabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
ALAt2pp	0.00	0.00	-8.68	-28.28	10.92
ALAt4pp	0.00	0.00	-8.68	-47.89	30.52
ALAtex	0.00	0.00	0.00	-19.60	19.60
ALCD19	-24.91	141421.36	-21.47	-277246.53	277203.59
ALCD2x	204.59	100000.00	201.15	-195838.05	196240.35
ALDD19x	263.98	141421.36	258.82	-276966.24	277483.88
ALDD2x	263.98	141421.36	258.82	-276966.24	277483.88
ALDD2y	267.39	141421.36	258.79	-276966.27	277483.85
ALDD3y	267.39	141421.36	258.79	-276966.27	277483.85
ALDD4	263.98	141421.36	258.82	-276966.24	277483.88
ALLK	-0.00	200000.00	1.72	-392037.48	392040.92
ALLPI	0.00	141421.36	0.00	-277205.46	277205.46
ALLTAMH	-66.69	141421.36	-66.69	-277361.21	277108.51
ALLTN	239.08	141421.36	237.36	-276968.10	277442.81
ALLTNt2rpp	0.00	0.00	-8.68	-28.28	10.92
ALLTNtex	0.00	0.00	0.00	-19.60	19.60
ALLULPE	0.00	141421.36	0.00	-277205.46	277205.46
ALLabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
ALLtex	0.00	0.00	0.00	-19.60	19.60
ALPATE160pp	0.00	200000.00	0.00	-392039.20	392039.20
ALPATG160pp	0.00	200000.00	0.00	-392039.20	392039.20
ALR2	-28.31	141421.36	-21.43	-277246.49	277203.63
ALR4x	-24.91	141421.36	-21.47	-277246.53	277203.59
ALTRH	-239.08	141421.36	-239.08	-277444.54	276966.38
AM3PA	239.08	173205.08	240.80	-339290.45	339732.27
AM4PA	239.08	173205.08	240.80	-339290.45	339732.27
AM4PCP	239.08	173205.08	239.08	-339292.17	339730.55
AMALT1	0.00	200000.00	0.00	-392039.20	392039.20
AMALT2	0.00	200000.00	0.00	-392039.20	392039.20
AMALT3	0.00	200000.00	0.00	-392039.20	392039.20
AMALT4	0.00	200000.00	-0.00	-392039.20	392039.20
AMANAPEr	0.00	141421.36	0.00	-277205.46	277205.46
AMANK	-0.00	200000.00	1.72	-392037.48	392040.92
AMAOTr	0.00	200000.00	0.00	-392039.20	392039.20
AMMQLT8	-0.00	200000.00	-0.00	-392039.20	392039.20
AMPMS2	-433.52	141421.36	-440.40	-277724.84	276764.48
AMPN	239.08	173205.08	239.08	-339292.17	339730.55
AMPTASECG	239.08	173205.08	239.08	-339292.17	339730.55
AMPTASEPG	239.08	173205.08	239.08	-339292.17	339730.55
AMPtex	0.00	0.00	0.00	-19.60	19.60
ANHGMtex	0.00	0.00	0.00	-19.60	19.60
ANHMK	239.08	200000.00	237.36	-391801.85	392276.56
ANPRT	-1972.40	173205.08	-1965.52	-341486.68	337555.64
ANS	-0.00	223606.80	-0.00	-438338.21	438298.44
AOBUTDs	-386.00	141421.36	-386.00	-277621.15	276809.37
AOXSr	-386.00	200000.00	-377.40	-392446.29	391651.72
AP4AH	239.08	223606.80	235.64	-438082.98	438514.47
AP5AH	239.08	173205.08	237.36	-339293.89	339728.83
APRAUR	-28.31	141421.36	-21.43	-277246.49	277203.63
ARAI	0.00	141421.36	0.00	-277205.46	277205.46
ARBTNR1	39.22	346410.16	15.14	-679066.96	679017.68
ARBTNR2	39.98	346410.16	15.90	-679066.20	679018.44
ARBTNR3	-0.00	374165.74	-24.08	-733507.11	733379.39
ARBTNabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
ARBTNexs	0.00	173205.08	15.48	-339475.99	339546.73
ARBTNtex	0.00	0.00	-8.68	-28.28	10.92
ARBTNtonex	0.00	0.00	-8.68	-28.28	10.92
ARBTNtpp	0.00	0.00	-34.73	-54.34	-15.13
ARBabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
ARBt2rpp	0.00	0.00	-8.68	-28.28	10.92
ARBt3ipp	0.00	0.00	-8.68	-28.28	10.92
ARBtex	0.00	0.00	0.00	-19.60	19.60
ARGAGMt7pp	0.00	0.00	8.68	-30.52	47.89
ARGDC	-386.00	141421.36	-387.72	-277622.87	276807.65
ARGDCpp	-386.00	141421.36	-387.72	-277622.87	276807.65
ARGORNt7pp	0.00	0.00	0.00	-39.20	39.20
ARGSL	0.00	173205.08	-3.44	-339534.69	339488.03
ARGSS	-1972.40	223606.80	-1970.68	-440298.81	436357.45
ARGTRS	-1972.40	223606.80	-1972.40	-440300.52	436355.73
ARGabcpp	-854.76	141421.36	-861.72	-278116.47	276353.25
ARGt3pp	0.00	0.00	0.00	-19.60	19.60
ARGtex	0.00	0.00	0.00	-19.60	19.60
ASAD	1122.15	141421.36	1115.26	-276099.71	278370.01
ASCBPL	239.08	141421.36	233.92	-276971.54	277439.37
ASCBptspp	0.00	200000.00	3.44	-392035.76	392042.64
ASCBtex	0.00	0.00	0.00	-19.60	19.60
ASNN	159.66	141421.36	157.94	-277077.21	277353.31
ASNNpp	159.66	141421.36	157.94	-277077.21	277353.31
ASNS1	-1733.32	244948.97	-1731.60	-481920.08	478417.10
ASNS2	-1892.98	200000.00	-1889.54	-393948.34	390169.26
ASNTRS	-1972.40	223606.80	-1970.68	-440298.81	436357.45
ASNabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
ASNt2rpp	0.00	0.00	-8.68	-28.28	10.92
ASNtex	0.00	0.00	0.00	-19.60	19.60
ASO3t8pp	-854.76	141421.36	-879.09	-278133.84	276335.88
ASO3tex	0.00	0.00	0.00	-19.60	19.60
ASP1DC	-386.00	141421.36	-384.28	-277619.43	276811.09
ASPCT	-1093.83	173205.08	-1097.27	-340618.43	338423.89
ASPK	0.00	200000.00	3.44	-392035.76	392042.64
ASPO3	-0.00	200000.00	-3.44	-392042.64	392035.76
ASPO4	-0.00	200000.00	-3.44	-392042.64	392035.76
ASPO5	-0.00	200000.00	-3.44	-392042.64	392035.76
ASPO6	-150.43	141421.36	-153.87	-277378.93	277071.19
ASPT	-79.42	141421.36	-82.86	-277318.01	277112.51
ASPTA	0.00	200000.00	0.00	-392039.20	392039.20
ASPTRS	-1972.40	223606.80	-1968.96	-440297.08	436359.17
ASPabcpp	-854.76	141421.36	-844.35	-278099.10	276370.62
ASPt2_2pp	0.00	0.00	-8.68	-28.28	10.92
ASPt2_3pp	0.00	0.00	-17.37	-36.97	2.23
ASPt2pp	0.00	0.00	0.00	-19.60	19.60
ASPtex	0.00	0.00	0.00	-19.60	19.60
ASR	-239.08	264575.13	-240.80	-518837.17	518395.35
AST	-0.00	200000.00	6.88	-392032.32	392046.08
ATHRDHr	28.31	141421.36	21.43	-277203.63	277246.49
ATPHs	159.66	141421.36	159.66	-277075.49	277355.03
ATPM	-854.76	141421.36	-853.04	-278088.18	276342.34
ATPPRT	-1972.40	173205.08	-1975.84	-341497.00	337545.32
ATPS4rpp	854.76	141421.36	818.30	-276377.07	278053.45
BALAt2pp	0.00	0.00	-8.68	-28.28	10.92
BALAtex	0.00	0.00	0.00	-19.60	19.60
BETALDHx	263.98	141421.36	260.54	-276964.52	277485.60
BETALDHy	267.39	141421.36	260.51	-276964.55	277485.57
BPNT	-854.76	141421.36	-847.87	-278083.02	276347.50
BSORx	-263.98	141421.36	-260.54	-277485.60	276964.52
BSORy	-267.39	141421.36	-260.51	-277485.57	276964.55
BTS4	-0.00	244948.97	-0.00	-480158.79	480158.79
BUTCT	0.00	200000.00	-0.00	-392039.20	392039.20
BUTSO3abcpp	-854.76	141421.36	-844.35	-278099.10	276370.62
BUTSO3tex	0.00	0.00	0.00	-19.60	19.60
BUTt2rpp	0.00	0.00	0.00	-19.60	19.60
BUTtex	0.00	0.00	0.00	-19.60	19.60
CA2t3pp	0.00	0.00	8.68	-10.92	28.28
CA2tex	0.00	0.00	0.00	-19.60	19.60
CADVtpp	0.00	0.00	0.00	-39.20	39.20
CAT	-193.69	10.31	-193.69	-223.40	-124.20
CAt6pp	0.00	0.00	8.68	-30.52	47.89
CBIAT	0.00	200000.00	0.00	-392039.20	392039.20
CBItonex	0.00	0.00	-8.68	-28.28	10.92
CBIuabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
CBL1abcpp	-854.76	141421.36	-844.35	-278099.10	276370.62
CBL1tonex	0.00	0.00	-8.68	-28.28	10.92
CBLAT	0.00	200000.00	1.72	-392037.48	392040.92
CBMKr	465.42	173205.08	467.14	-339043.93	340017.99
CBPS	-266.30	331662.48	-262.86	-650429.41	649863.91
CD2abcpp	-854.76	141421.36	-835.67	-278090.42	276379.30
CD2t3pp	0.00	0.00	8.68	-10.92	28.28
CD2tex	0.00	0.00	0.00	-19.60	19.60
CD2tpp	0.00	0.00	-17.37	-36.97	2.23
CDAPPA120	239.08	173205.08	233.91	-339297.33	339725.39
CDAPPA140	239.08	173205.08	233.91	-339297.33	339725.39
CDAPPA141	239.08	173205.08	233.91	-339297.33	339725.39
CDAPPA160	239.08	173205.08	233.91	-339297.33	339725.39
CDAPPA161	239.08	173205.08	233.91	-339297.33	339725.39
CDAPPA180	239.08	173205.08	233.91	-339297.33	339725.39
CDAPPA181	239.08	173205.08	233.91	-339297.33	339725.39
CDPMEK	-0.00	200000.00	-5.16	-392044.36	392034.04
CFAS160E	-0.00	316227.77	-0.00	-619865.22	619865.22
CFAS160G	-0.00	316227.77	-0.00	-619865.22	619865.22
CFAS180E	-0.00	316227.77	-0.00	-619865.22	619865.22
CFAS180G	-0.00	316227.77	-0.00	-619865.22	619865.22
CGLYabcpp	-854.76	141421.36	-853.04	-278107.78	276361.94
CGLYtex	0.00	0.00	0.00	-19.60	19.60
CHLabcpp	-854.76	141421.36	-861.72	-278116.47	276353.25
CHLt2pp	0.00	0.00	-17.37	-36.97	2.23
CHLtex	0.00	0.00	0.00	-19.60	19.60
CHORM	0.00	141421.36	0.00	-277205.46	277205.46
CHORS	-1093.83	141421.36	-1086.95	-278322.10	276108.42
CHRPL	0.00	173205.08	1.72	-339529.53	339493.19
CINNDO	-41.31	141421.36	-37.87	-277252.84	277216.88
CITL	0.00	173205.08	3.44	-339527.81	339494.91
CITt7pp	0.00	0.00	8.68	-30.52	47.89
CITtex	0.00	0.00	0.00	-19.60	19.60
CLIPAtex	0.00	0.00	0.00	-19.60	19.60
CLPNH120pp	239.08	173205.08	237.36	-339293.89	339728.83
CLPNH140pp	239.08	173205.08	237.36	-339293.89	339728.83
CLPNH141pp	239.08	173205.08	237.36	-339293.89	339728.83
CLPNH160pp	239.08	173205.08	237.36	-339293.89	339728.83
