Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
12ppd__R[e]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
2dr5p[c]	0.00	100000.00	415.79	-195613.90	196405.70	1.00e-05	2.00e-02
12ppd__R[p]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
12dgr141[c]	0.00	100000.00	2608.54	-193421.15	198598.45	1.00e-05	2.00e-02
2h3oppan[c]	0.00	100000.00	138.88	-195890.81	196128.79	1.00e-05	2.00e-02
12dgr141[p]	0.00	100000.00	2608.54	-193421.15	198598.45	1.00e-05	2.00e-02
12ppd__S[c]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
2hdec9eg3p[c]	0.00	100000.00	1676.06	-194353.63	197665.97	1.00e-05	2.00e-02
12ppd__S[e]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
12dgr160[c]	0.00	100000.00	3167.51	-192862.18	199157.42	1.00e-05	2.00e-02
2hdec9eg3p[p]	0.00	100000.00	1676.06	-194353.63	197665.97	1.00e-05	2.00e-02
12dgr160[p]	0.00	100000.00	3167.51	-192862.18	199157.42	1.00e-05	2.00e-02
12ppd__S[p]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
2hdecg3p[c]	0.00	100000.00	1769.22	-194260.47	197759.13	1.00e-05	2.00e-02
13dpg[c]	0.00	100000.00	172.56	-195857.13	196162.47	1.00e-05	2.00e-02
12dgr161[c]	0.00	100000.00	2981.19	-193048.50	198971.10	1.00e-05	2.00e-02
2hdecg3p[p]	0.00	100000.00	1769.22	-194260.47	197759.13	1.00e-05	2.00e-02
12dgr161[p]	0.00	100000.00	2981.19	-193048.50	198971.10	1.00e-05	2.00e-02
14glucan[c]	0.00	100000.00	2888.03	-193141.66	198877.94	1.00e-05	2.00e-02
2ippm[c]	0.00	100000.00	369.21	-195660.48	196359.12	1.00e-05	2.00e-02
14glucan[e]	0.00	100000.00	2888.03	-193141.66	198877.94	1.00e-05	2.00e-02
12dgr180[c]	0.00	100000.00	3540.16	-192489.53	199530.07	1.00e-05	2.00e-02
2kmb[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
12dgr180[p]	0.00	100000.00	3540.16	-192489.53	199530.07	1.00e-05	2.00e-02
14glucan[p]	0.00	100000.00	2888.03	-193141.66	198877.94	1.00e-05	2.00e-02
2mahmp[c]	0.00	100000.00	364.91	-195664.78	196354.82	1.00e-05	2.00e-02
15dap[c]	0.00	100000.00	741.86	-195287.83	196731.77	1.00e-05	2.00e-02
2mcacn[c]	0.00	100000.00	225.16	-195804.52	196215.08	1.00e-05	2.00e-02
15dap[e]	0.00	100000.00	741.86	-195287.83	196731.77	1.00e-05	2.00e-02
15dap[p]	0.00	100000.00	741.86	-195287.83	196731.77	1.00e-05	2.00e-02
2mcit[c]	0.00	100000.00	318.33	-195711.36	196308.24	1.00e-05	2.00e-02
2me4p[c]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
2mecdp[c]	0.00	100000.00	462.37	-195567.32	196452.28	1.00e-05	2.00e-02
1agpe120[p]	0.00	100000.00	1676.92	-194352.77	197666.83	1.00e-05	2.00e-02
2obut[c]	0.00	100000.00	232.05	-195797.64	196221.96	1.00e-05	2.00e-02
1agpe140[p]	0.00	100000.00	1863.24	-194166.45	197853.15	1.00e-05	2.00e-02
1agpe141[p]	0.00	100000.00	1770.08	-194259.61	197759.99	1.00e-05	2.00e-02
2odec11eg3p[c]	0.00	100000.00	1862.38	-194167.31	197852.29	1.00e-05	2.00e-02
1agpe160[p]	0.00	100000.00	2049.57	-193980.12	198039.48	1.00e-05	2.00e-02
2odec11eg3p[p]	0.00	100000.00	1862.38	-194167.31	197852.29	1.00e-05	2.00e-02
1agpe161[p]	0.00	100000.00	1956.40	-194073.28	197946.32	1.00e-05	2.00e-02
3hoctaACP[c]	0.00	100000.00	2561.10	-193468.59	198551.01	1.00e-05	2.00e-02
2odecg3p[c]	0.00	100000.00	1955.54	-194074.14	197945.46	1.00e-05	2.00e-02
3hodcoa[c]	0.00	100000.00	3060.59	-192969.10	199050.50	1.00e-05	2.00e-02
1agpe180[p]	0.00	100000.00	2235.89	-193793.80	198225.80	1.00e-05	2.00e-02
2odecg3p[p]	0.00	100000.00	1955.54	-194074.14	197945.46	1.00e-05	2.00e-02
1agpe181[p]	0.00	100000.00	2142.73	-193886.96	198132.64	1.00e-05	2.00e-02
1agpg120[p]	0.00	100000.00	1676.06	-194353.63	197665.97	1.00e-05	2.00e-02
3hpalmACP[c]	0.00	100000.00	2374.77	-193654.92	198364.69	1.00e-05	2.00e-02
2ohph[c]	0.00	100000.00	3260.67	-192769.02	199250.59	1.00e-05	2.00e-02
3hpppn[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
3hpppn[e]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
1agpg140[p]	0.00	100000.00	1862.38	-194167.31	197852.29	1.00e-05	2.00e-02
1agpg141[p]	0.00	100000.00	1769.22	-194260.47	197759.13	1.00e-05	2.00e-02
1agpg160[p]	0.00	100000.00	2048.71	-193980.98	198038.62	1.00e-05	2.00e-02
1agpg161[p]	0.00	100000.00	1955.54	-194074.14	197945.46	1.00e-05	2.00e-02
3hpppn[p]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
2ombzl[c]	0.00	100000.00	3353.84	-192675.85	199343.75	1.00e-05	2.00e-02
3htdcoa[c]	0.00	100000.00	2687.94	-193341.75	198677.85	1.00e-05	2.00e-02
1agpg180[p]	0.00	100000.00	2235.03	-193794.66	198224.94	1.00e-05	2.00e-02
1agpg181[p]	0.00	100000.00	2141.87	-193887.82	198131.78	1.00e-05	2.00e-02
2omhmbl[c]	0.00	100000.00	3447.00	-192582.69	199436.91	1.00e-05	2.00e-02
1ddecg3p[c]	0.00	100000.00	1347.41	-194682.28	197337.32	1.00e-05	2.00e-02
3ig3p[c]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
3mob[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
2ommbl[c]	0.00	100000.00	3447.00	-192582.69	199436.91	1.00e-05	2.00e-02
3mop[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
1ddecg3p[p]	0.00	100000.00	1347.41	-194682.28	197337.32	1.00e-05	2.00e-02
2omph[c]	0.00	100000.00	3353.84	-192675.85	199343.75	1.00e-05	2.00e-02
1hdec9eg3p[c]	0.00	100000.00	1626.90	-194402.79	197616.81	1.00e-05	2.00e-02
1hdec9eg3p[p]	0.00	100000.00	1626.90	-194402.79	197616.81	1.00e-05	2.00e-02
3ocddec5eACP[c]	0.00	100000.00	1815.80	-194213.89	197805.71	1.00e-05	2.00e-02
2oph[c]	0.00	100000.00	3260.67	-192769.02	199250.59	1.00e-05	2.00e-02
1hdecg3p[c]	0.00	100000.00	1720.06	-194309.63	197709.97	1.00e-05	2.00e-02
2p4c2me[c]	0.00	100000.00	1011.02	-195018.67	197000.93	1.00e-05	2.00e-02
1hdecg3p[p]	0.00	100000.00	1720.06	-194309.63	197709.97	1.00e-05	2.00e-02
1odec11eg3p[c]	0.00	100000.00	1813.22	-194216.47	197803.13	1.00e-05	2.00e-02
1odec11eg3p[p]	0.00	100000.00	1813.22	-194216.47	197803.13	1.00e-05	2.00e-02
2pg[c]	0.00	100000.00	178.58	-195851.11	196168.49	1.00e-05	2.00e-02
1odecg3p[c]	0.00	100000.00	1906.38	-194123.31	197896.29	1.00e-05	2.00e-02
1odecg3p[p]	0.00	100000.00	1906.38	-194123.31	197896.29	1.00e-05	2.00e-02
3ocmrs7eACP[c]	0.00	100000.00	2002.13	-194027.56	197992.04	1.00e-05	2.00e-02
3ocpalm9eACP[c]	0.00	100000.00	2188.45	-193841.24	198178.36	1.00e-05	2.00e-02
1pyr5c[c]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
2pglyc[c]	0.00	100000.00	85.42	-195944.27	196075.33	1.00e-05	2.00e-02
1tdec7eg3p[c]	0.00	100000.00	1440.57	-194589.12	197430.48	1.00e-05	2.00e-02
3ocvac11eACP[c]	0.00	100000.00	2374.77	-193654.92	198364.69	1.00e-05	2.00e-02
3odcoa[c]	0.00	100000.00	2222.13	-193807.56	198212.04	1.00e-05	2.00e-02
2shchc[c]	0.00	100000.00	462.37	-195567.32	196452.28	1.00e-05	2.00e-02
3oddcoa[c]	0.00	100000.00	2408.45	-193621.24	198398.36	1.00e-05	2.00e-02
1tdec7eg3p[p]	0.00	100000.00	1440.57	-194589.12	197430.48	1.00e-05	2.00e-02
2tdec7eg3p[c]	0.00	100000.00	1489.73	-194539.96	197479.65	1.00e-05	2.00e-02
1tdecg3p[c]	0.00	100000.00	1533.73	-194495.95	197523.65	1.00e-05	2.00e-02
3oddecACP[c]	0.00	100000.00	1908.96	-194120.73	197898.87	1.00e-05	2.00e-02
2tdec7eg3p[p]	0.00	100000.00	1489.73	-194539.96	197479.65	1.00e-05	2.00e-02
3odecACP[c]	0.00	100000.00	1722.64	-194307.05	197712.55	1.00e-05	2.00e-02
1tdecg3p[p]	0.00	100000.00	1533.73	-194495.95	197523.65	1.00e-05	2.00e-02
2tdecg3p[c]	0.00	100000.00	1582.90	-194446.79	197572.81	1.00e-05	2.00e-02
3ohcoa[c]	0.00	100000.00	1849.48	-194180.21	197839.39	1.00e-05	2.00e-02
3ohdcoa[c]	0.00	100000.00	2781.10	-193248.59	198771.01	1.00e-05	2.00e-02
2tdecg3p[p]	0.00	100000.00	1582.90	-194446.79	197572.81	1.00e-05	2.00e-02
3ohexACP[c]	0.00	100000.00	1349.99	-194679.70	197339.90	1.00e-05	2.00e-02
23camp[e]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
2tpr3dpcoa[c]	0.00	100000.00	1832.28	-194197.41	197822.19	1.00e-05	2.00e-02
23camp[p]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
3omrsACP[c]	0.00	100000.00	2095.29	-193934.40	198085.20	1.00e-05	2.00e-02
34dhpac[e]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
3oocoa[c]	0.00	100000.00	2035.80	-193993.88	198025.72	1.00e-05	2.00e-02
23ccmp[e]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
3ooctACP[c]	0.00	100000.00	1536.31	-194493.37	197526.23	1.00e-05	2.00e-02
34dhpac[p]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
3ooctdACP[c]	0.00	100000.00	2467.94	-193561.75	198457.85	1.00e-05	2.00e-02
23ccmp[p]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
23cgmp[e]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
34hpp[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
23cgmp[p]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
3ohodcoa[c]	0.00	100000.00	2967.42	-193062.26	198957.34	1.00e-05	2.00e-02
3amp[e]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
3opalmACP[c]	0.00	100000.00	2281.61	-193748.08	198271.52	1.00e-05	2.00e-02
23cump[e]	0.00	100000.00	464.95	-195564.74	196454.86	1.00e-05	2.00e-02
3ophb[c]	0.00	100000.00	3213.23	-192816.46	199203.14	1.00e-05	2.00e-02
3amp[p]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
3otdcoa[c]	0.00	100000.00	2594.78	-193434.91	198584.69	1.00e-05	2.00e-02
23cump[p]	0.00	100000.00	464.95	-195564.74	196454.86	1.00e-05	2.00e-02
3c2hmp[c]	0.00	100000.00	462.37	-195567.32	196452.28	1.00e-05	2.00e-02
23dappa[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
23dappa[e]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
3pg[c]	0.00	100000.00	178.58	-195851.11	196168.49	1.00e-05	2.00e-02
3c3hmp[c]	0.00	100000.00	462.37	-195567.32	196452.28	1.00e-05	2.00e-02
3php[c]	0.00	100000.00	85.42	-195944.27	196075.33	1.00e-05	2.00e-02
3psme[c]	0.00	100000.00	405.47	-195624.22	196395.38	1.00e-05	2.00e-02
23dappa[p]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
3c4mop[c]	0.00	100000.00	369.21	-195660.48	196359.12	1.00e-05	2.00e-02
23ddhb[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
3sala[c]	0.00	100000.00	229.46	-195800.22	196219.38	1.00e-05	2.00e-02
3cmp[e]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
23dhb[c]	0.00	100000.00	232.05	-195797.64	196221.96	1.00e-05	2.00e-02
3cmp[p]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
23dhba[c]	0.00	100000.00	791.02	-195238.67	196780.93	1.00e-05	2.00e-02
3ump[e]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
3ump[p]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
4abut[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
4abut[e]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
23dhbzs[c]	0.00	100000.00	464.95	-195564.74	196454.86	1.00e-05	2.00e-02
23dhdp[c]	0.00	100000.00	229.46	-195800.22	196219.38	1.00e-05	2.00e-02
23dhmb[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
3dhguln[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
23dhmp[c]	0.00	100000.00	511.53	-195518.16	196501.44	1.00e-05	2.00e-02
4abut[p]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
4abutn[c]	0.00	100000.00	464.95	-195564.74	196454.86	1.00e-05	2.00e-02
3dhgulnp[c]	0.00	100000.00	364.91	-195664.78	196354.82	1.00e-05	2.00e-02
4abz[c]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
3dhq[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
4adcho[c]	0.00	100000.00	464.95	-195564.74	196454.86	1.00e-05	2.00e-02
23doguln[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
3dhsk[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
25aics[c]	0.00	100000.00	684.95	-195344.74	196674.87	1.00e-05	2.00e-02
4ahmmp[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
4ampm[c]	0.00	100000.00	369.21	-195660.48	196359.12	1.00e-05	2.00e-02
3gmp[e]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
4c2me[c]	0.00	100000.00	1067.92	-194961.77	197057.84	1.00e-05	2.00e-02
3gmp[p]	0.00	100000.00	555.53	-195474.16	196545.44	1.00e-05	2.00e-02
4h2opntn[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
25dkglcn[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
25drapp[c]	0.00	100000.00	648.69	-195380.99	196638.61	1.00e-05	2.00e-02
3haACP[c]	0.00	100000.00	1256.83	-194772.86	197246.74	1.00e-05	2.00e-02
26dap_LL[c]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
3hbcoa[c]	0.00	100000.00	1756.32	-194273.37	197746.23	1.00e-05	2.00e-02
26dap__M[c]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
3hcddec5eACP[c]	0.00	100000.00	1908.96	-194120.73	197898.87	1.00e-05	2.00e-02
26dap__M[e]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
4hba[c]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
3hcinnm[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
4hbz[c]	0.00	100000.00	232.05	-195797.64	196221.96	1.00e-05	2.00e-02
26dap__M[p]	0.00	100000.00	652.13	-195377.55	196642.05	1.00e-05	2.00e-02
3hcinnm[e]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
2agpe120[c]	0.00	100000.00	1676.92	-194352.77	197666.83	1.00e-05	2.00e-02
4hoxpacd[e]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
3hcinnm[p]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
4hoxpacd[p]	0.00	100000.00	372.65	-195657.04	196362.56	1.00e-05	2.00e-02
2agpe120[p]	0.00	100000.00	1676.92	-194352.77	197666.83	1.00e-05	2.00e-02
4hthr[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
3hcmrs7eACP[c]	0.00	100000.00	2095.29	-193934.40	198085.20	1.00e-05	2.00e-02
4mhetz[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
2agpe140[c]	0.00	100000.00	1863.24	-194166.45	197853.15	1.00e-05	2.00e-02
3hcpalm9eACP[c]	0.00	100000.00	2281.61	-193748.08	198271.52	1.00e-05	2.00e-02
2agpe140[p]	0.00	100000.00	1863.24	-194166.45	197853.15	1.00e-05	2.00e-02
4mop[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
3hcvac11eACP[c]	0.00	100000.00	2467.94	-193561.75	198457.85	1.00e-05	2.00e-02
4mpetz[c]	0.00	100000.00	369.21	-195660.48	196359.12	1.00e-05	2.00e-02
2agpe141[c]	0.00	100000.00	1770.08	-194259.61	197759.99	1.00e-05	2.00e-02
2agpe141[p]	0.00	100000.00	1770.08	-194259.61	197759.99	1.00e-05	2.00e-02
3hdcoa[c]	0.00	100000.00	2315.29	-193714.40	198305.20	1.00e-05	2.00e-02
2agpe160[c]	0.00	100000.00	2049.57	-193980.12	198039.48	1.00e-05	2.00e-02
4pasp[c]	0.00	100000.00	276.05	-195753.64	196265.96	1.00e-05	2.00e-02
3hddcoa[c]	0.00	100000.00	2501.61	-193528.07	198491.53	1.00e-05	2.00e-02
4per[c]	0.00	100000.00	271.75	-195757.94	196261.66	1.00e-05	2.00e-02
4ppan[c]	0.00	100000.00	690.97	-195338.71	196680.89	1.00e-05	2.00e-02
2agpe160[p]	0.00	100000.00	2049.57	-193980.12	198039.48	1.00e-05	2.00e-02
3hddecACP[c]	0.00	100000.00	2002.13	-194027.56	197992.04	1.00e-05	2.00e-02
2agpe161[c]	0.00	100000.00	1956.40	-194073.28	197946.32	1.00e-05	2.00e-02
4ppcys[c]	0.00	100000.00	923.88	-195105.81	196913.79	1.00e-05	2.00e-02
3hdecACP[c]	0.00	100000.00	1815.80	-194213.89	197805.71	1.00e-05	2.00e-02
4r5au[c]	0.00	100000.00	745.30	-195284.39	196735.21	1.00e-05	2.00e-02
2agpe161[p]	0.00	100000.00	1956.40	-194073.28	197946.32	1.00e-05	2.00e-02
2agpe180[c]	0.00	100000.00	2235.89	-193793.80	198225.80	1.00e-05	2.00e-02
3hhcoa[c]	0.00	100000.00	1942.64	-194087.05	197932.55	1.00e-05	2.00e-02
2agpe180[p]	0.00	100000.00	2235.89	-193793.80	198225.80	1.00e-05	2.00e-02
5aizc[c]	0.00	100000.00	504.65	-195525.04	196494.56	1.00e-05	2.00e-02
3hhdcoa[c]	0.00	100000.00	2874.26	-193155.43	198864.17	1.00e-05	2.00e-02
5aop[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
5aprbu[c]	0.00	100000.00	695.28	-195334.41	196685.19	1.00e-05	2.00e-02
2agpe181[c]	0.00	100000.00	2142.73	-193886.96	198132.64	1.00e-05	2.00e-02
3hhexACP[c]	0.00	100000.00	1443.15	-194586.54	197433.06	1.00e-05	2.00e-02
2agpe181[p]	0.00	100000.00	2142.73	-193886.96	198132.64	1.00e-05	2.00e-02
5apru[c]	0.00	100000.00	602.11	-195427.58	196592.03	1.00e-05	2.00e-02
3hmrsACP[c]	0.00	100000.00	2188.45	-193841.24	198178.36	1.00e-05	2.00e-02
2agpg120[c]	0.00	100000.00	1676.06	-194353.63	197665.97	1.00e-05	2.00e-02
3hocoa[c]	0.00	100000.00	2128.97	-193900.72	198118.88	1.00e-05	2.00e-02
2agpg120[p]	0.00	100000.00	1676.06	-194353.63	197665.97	1.00e-05	2.00e-02
5caiz[c]	0.00	100000.00	504.65	-195525.04	196494.56	1.00e-05	2.00e-02
3hoctACP[c]	0.00	100000.00	1629.48	-194400.21	197619.39	1.00e-05	2.00e-02
5dglcn[c]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
2agpg140[c]	0.00	100000.00	1862.38	-194167.31	197852.29	1.00e-05	2.00e-02
2agpg140[p]	0.00	100000.00	1862.38	-194167.31	197852.29	1.00e-05	2.00e-02
5dglcn[e]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
aacoa[c]	0.00	100000.00	1663.16	-194366.53	197653.07	1.00e-05	2.00e-02
5dglcn[p]	0.00	100000.00	418.37	-195611.32	196408.28	1.00e-05	2.00e-02
5dh4dglc[c]	0.00	100000.00	276.05	-195753.64	196265.96	1.00e-05	2.00e-02
5drib[c]	0.00	100000.00	465.81	-195563.88	196455.72	1.00e-05	2.00e-02
2agpg141[c]	0.00	100000.00	1769.22	-194260.47	197759.13	1.00e-05	2.00e-02
2agpg141[p]	0.00	100000.00	1769.22	-194260.47	197759.13	1.00e-05	2.00e-02
2agpg160[c]	0.00	100000.00	2048.71	-193980.98	198038.62	1.00e-05	2.00e-02
2agpg160[p]	0.00	100000.00	2048.71	-193980.98	198038.62	1.00e-05	2.00e-02
aact[c]	0.00	100000.00	371.79	-195657.90	196361.70	1.00e-05	2.00e-02
5mdr1p[c]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
5mdru1p[c]	0.00	100000.00	508.95	-195520.74	196498.86	1.00e-05	2.00e-02
acACP[c]	0.00	100000.00	1070.50	-194959.18	197060.42	1.00e-05	2.00e-02
5mta[c]	0.00	100000.00	698.72	-195330.97	196688.63	1.00e-05	2.00e-02
ac[c]	0.00	100000.00	138.88	-195890.81	196128.79	1.00e-05	2.00e-02
5mthf[c]	0.00	100000.00	1117.09	-194912.60	197107.00	1.00e-05	2.00e-02
ac[e]	0.00	100000.00	138.88	-195890.81	196128.79	1.00e-05	2.00e-02
5mtr[c]	0.00	100000.00	558.97	-195470.72	196548.88	1.00e-05	2.00e-02
5prdmbz[c]	0.00	100000.00	788.44	-195241.25	196778.35	1.00e-05	2.00e-02
ac[p]	0.00	100000.00	138.88	-195890.81	196128.79	1.00e-05	2.00e-02
6hmhpt[c]	0.00	100000.00	419.23	-195610.46	196409.14	1.00e-05	2.00e-02
acac[c]	0.00	100000.00	232.05	-195797.64	196221.96	1.00e-05	2.00e-02
6hmhptpp[c]	0.00	100000.00	364.91	-195664.78	196354.82	1.00e-05	2.00e-02
alac__S[c]	0.00	100000.00	325.21	-195704.48	196315.12	1.00e-05	2.00e-02
acac[e]	0.00	100000.00	232.05	-195797.64	196221.96	1.00e-05	2.00e-02
alatrna[c]	0.00	100000.00	278.63	-195751.06	196268.54	1.00e-05	2.00e-02
6pgc[c]	0.00	100000.00	458.07	-195571.62	196447.98	1.00e-05	2.00e-02
acac[p]	0.00	100000.00	232.05	-195797.64	196221.96	1.00e-05	2.00e-02
6pgl[c]	0.00	100000.00	415.79	-195613.90	196405.70	1.00e-05	2.00e-02
