Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
AGMH	237.53	173205.08	237.53	-339293.72	339729.00
AGMHE	0.00	141421.36	-0.00	-277205.46	277205.46
ACPS1	-0.00	200000.00	-1.72	-392040.92	392037.48
ACS	-1971.07	223606.80	-1967.63	-440295.75	436360.50
ACSERtex	0.00	0.00	-0.00	-19.60	19.60
AGMT	34.67	141421.36	34.67	-277200.48	277230.04
AGMt2pp	0.00	0.00	-0.00	-19.60	19.60
ACSERtpp	0.00	0.00	-0.00	-19.60	19.60
AGMtex	0.00	0.00	0.00	-19.60	19.60
2AGPG140tipp	0.00	0.00	8.68	-10.92	28.28
AGPAT120	0.00	200000.00	0.00	-392039.20	392039.20
AGPAT140	0.00	200000.00	0.00	-392039.20	392039.20
ACt2rpp	0.00	0.00	-0.00	-19.60	19.60
ACt4pp	0.00	0.00	-0.00	-39.20	39.20
ACtex	0.00	0.00	0.00	-19.60	19.60
ADA	158.11	141421.36	158.11	-277077.04	277353.48
AGPAT141	0.00	200000.00	-0.00	-392039.20	392039.20
AGPAT160	0.00	200000.00	0.00	-392039.20	392039.20
ADCL	-0.00	173205.08	-1.72	-339532.97	339489.75
2AGPG141tipp	0.00	0.00	8.68	-10.92	28.28
ADCS	0.00	200000.00	1.72	-392037.48	392040.92
ADD	158.11	141421.36	158.11	-277077.04	277353.48
AGPAT161	0.00	200000.00	-0.00	-392039.20	392039.20
AGPAT180	0.00	200000.00	0.00	-392039.20	392039.20
AGPAT181	0.00	200000.00	0.00	-392039.20	392039.20
AGPR	1113.58	141421.36	1103.26	-276111.71	278358.01
AGt3	0.00	0.00	0.00	-19.60	19.60
ADEt2rpp	0.00	0.00	-8.68	-28.28	10.92
ADEtex	0.00	0.00	-0.00	-19.60	19.60
ADK1	0.00	244948.97	1.72	-480137.47	480140.91
ADK3	0.00	200000.00	1.72	-392037.48	392040.92
AHCYSNS	237.53	173205.08	237.53	-339293.72	339729.00
AICART	0.00	200000.00	0.00	-392039.20	392039.20
ADK4	0.00	200000.00	1.72	-392037.48	392040.92
2AGPG160tipp	0.00	0.00	8.68	-10.92	28.28
ADMDC	-386.00	141421.36	-387.72	-277622.87	276807.65
ADNCYC	-1971.07	141421.36	-1965.91	-279201.05	275229.46
ADNK1	-0.00	200000.00	1.72	-392037.48	392040.92
AIRC2	-505.55	200000.00	-507.27	-392566.07	391551.53
AIRC3	0.00	141421.36	0.00	-277205.46	277205.46
AKGDH	-367.94	173205.08	-374.82	-339915.58	339165.94
AKGt2rpp	0.00	0.00	8.68	-10.92	28.28
AKGtex	0.00	0.00	0.00	-19.60	19.60
ADNUC	237.53	173205.08	237.53	-339293.72	339729.00
ADNt2pp_copy1	0.00	0.00	-8.68	-28.28	10.92
ADNt2pp_copy2	0.00	0.00	-8.68	-28.28	10.92
ALAALAD	237.53	223606.80	237.53	-438081.08	438516.37
2AGPG161tipp	0.00	0.00	8.68	-10.92	28.28
ALAALAabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
ALAALAr	-1092.36	264575.13	-1090.64	-519716.70	517535.42
ADNtex	0.00	0.00	-0.00	-19.60	19.60
ADOCBIK	-0.00	200000.00	5.16	-392034.04	392044.36
ADOCBLS	-0.00	200000.00	-3.44	-392042.64	392035.76
ADOCBLabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
ADOCBLtonex	0.00	0.00	-8.68	-28.28	10.92
ALAALAtex	0.00	0.00	0.00	-19.60	19.60
ALAGLUE	0.00	141421.36	-0.00	-277205.46	277205.46
ALAR	0.00	141421.36	-0.00	-277205.46	277205.46
ALATA_D2	0.00	200000.00	1.72	-392037.48	392040.92
ALATA_L	0.00	200000.00	1.72	-392037.48	392040.92
ALATA_L2	0.00	200000.00	1.72	-392037.48	392040.92
ADPRDP	237.53	173205.08	232.37	-339298.88	339723.84
2AGPG180tipp	0.00	0.00	8.68	-10.92	28.28
ALLtex	0.00	0.00	0.00	-19.60	19.60
ALPATE160pp	0.00	200000.00	0.00	-392039.20	392039.20
ALPATG160pp	0.00	200000.00	0.00	-392039.20	392039.20
ALR2	-21.22	141421.36	-14.34	-277239.40	277210.72
ALATRS	-1971.07	223606.80	-1969.35	-440297.47	436358.78
ALAabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
ALAt2pp	0.00	0.00	-8.68	-28.28	10.92
ALAt4pp	0.00	0.00	-8.68	-47.89	30.52
ALR4x	-18.06	141421.36	-14.62	-277239.68	277210.44
2AGPG181tipp	0.00	0.00	8.68	-10.92	28.28
ALTRH	-237.53	141421.36	-237.53	-277442.99	276967.93
AM3PA	237.53	173205.08	239.25	-339292.00	339730.72
ALAtex	0.00	0.00	0.00	-19.60	19.60
ALCD19	-18.06	141421.36	-14.62	-277239.68	277210.44
ALCD2x	199.85	100000.00	196.41	-195842.79	196235.61
AM4PA	237.53	173205.08	239.25	-339292.00	339730.72
AM4PCP	237.53	173205.08	237.53	-339293.72	339729.00
2AGPGAT120	-1971.07	223606.80	-1967.63	-440295.75	436360.50
AMALT1	0.00	200000.00	-0.00	-392039.20	392039.20
AMALT2	0.00	200000.00	0.00	-392039.20	392039.20
ALDD19xr	255.59	141421.36	250.43	-276974.63	277475.49
ALDD2x	255.59	141421.36	250.43	-276974.63	277475.49
AMALT3	0.00	200000.00	0.00	-392039.20	392039.20
ALDD2y	258.75	141421.36	250.15	-276974.91	277475.21
AMALT4	0.00	200000.00	-0.00	-392039.20	392039.20
2AGPGAT140	-1971.07	223606.80	-1967.63	-440295.75	436360.50
AMANAPEr	0.00	141421.36	-0.00	-277205.46	277205.46
AMANK	-0.00	200000.00	1.72	-392037.48	392040.92
AMAOTr	0.00	200000.00	0.00	-392039.20	392039.20
AMMQLT8	-0.00	200000.00	-0.00	-392039.20	392039.20
AMPMS2	-440.97	141421.36	-447.85	-277732.29	276757.03
AMPN	237.53	173205.08	237.53	-339293.72	339729.00
ALDD3y	258.75	141421.36	250.15	-276974.91	277475.21
ALDD4	255.59	141421.36	250.43	-276974.63	277475.49
ALLK	-0.00	200000.00	1.72	-392037.48	392040.92
ALLPI	0.00	141421.36	0.00	-277205.46	277205.46
ALLTAMH	-69.78	141421.36	-69.78	-277364.31	277105.42
ALLTN	237.53	141421.36	235.81	-276969.65	277441.27
ALLTNt2rpp	0.00	0.00	-8.68	-28.28	10.92
AMPTASECG	237.53	173205.08	237.53	-339293.72	339729.00
AMPTASEPG	237.53	173205.08	237.53	-339293.72	339729.00
AMPtex	0.00	0.00	0.00	-19.60	19.60
ALLTNtex	0.00	0.00	0.00	-19.60	19.60
2AGPGAT141	-1971.07	223606.80	-1967.63	-440295.75	436360.50
ALLULPE	0.00	141421.36	0.00	-277205.46	277205.46
ANHGMtex	0.00	0.00	0.00	-19.60	19.60
ANHMK	237.53	200000.00	235.81	-391803.39	392275.01
ALLabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
2AGPGAT160	-1971.07	223606.80	-1967.63	-440295.75	436360.50
ANPRT	-1971.07	173205.08	-1964.19	-341485.35	337556.97
ANS	-0.00	223606.80	-0.00	-438338.21	438298.44
2AGPGAT161	-1971.07	223606.80	-1967.63	-440295.75	436360.50
AOBUTDs	-386.00	141421.36	-386.00	-277621.15	276809.37
AOXSr	-386.00	200000.00	-377.40	-392446.29	391651.72
AP4AH	237.53	223606.80	234.09	-438084.53	438512.92
ASNtex	0.00	0.00	0.00	-19.60	19.60
ASO3t8pp	-854.83	141421.36	-879.17	-278133.91	276335.81
2AGPGAT180	-1971.07	223606.80	-1967.63	-440295.75	436360.50
ASO3tex	0.00	0.00	0.00	-19.60	19.60
ASP1DC	-386.00	141421.36	-384.28	-277619.43	276811.09
AP5AH	237.53	173205.08	235.81	-339295.44	339727.28
APRAUR	-21.22	141421.36	-14.34	-277239.40	277210.72
ARAI	0.00	141421.36	-0.00	-277205.46	277205.46
ARBTNR1	39.22	346410.16	15.14	-679066.96	679017.68
ARBTNR2	39.98	346410.16	15.90	-679066.20	679018.44
ARBTNR3	-0.00	374165.74	-24.08	-733507.11	733379.39
ASPCT	-1092.36	173205.08	-1095.80	-340616.96	338425.36
ASPK	0.00	200000.00	3.44	-392035.76	392042.64
ASPO3	-0.00	200000.00	-3.44	-392042.64	392035.76
ASPO4	-0.00	200000.00	-3.44	-392042.64	392035.76
ASPO5	-0.00	200000.00	-3.44	-392042.64	392035.76
ASPO6	-150.43	141421.36	-153.87	-277378.93	277071.19
ARBTNabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
ARBTNexs	0.00	173205.08	15.48	-339475.99	339546.73
ARBTNtex	0.00	0.00	-8.68	-28.28	10.92
2AGPGAT181	-1971.07	223606.80	-1967.63	-440295.75	436360.50
ARBTNtonex	0.00	0.00	-8.68	-28.28	10.92
ARBTNtpp	0.00	0.00	-34.73	-54.34	-15.13
ARBabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
ASPT	-79.42	141421.36	-82.86	-277318.01	277112.51
ASPTA	0.00	200000.00	0.00	-392039.20	392039.20
ASPTRS	-1971.07	223606.80	-1967.63	-440295.75	436360.50
ASPabcpp	-854.83	141421.36	-844.43	-278099.18	276370.54
ARBt2rpp	0.00	0.00	-8.68	-28.28	10.92
ARBt3ipp	0.00	0.00	-8.68	-28.28	10.92
ASPt2_2pp	0.00	0.00	-8.68	-28.28	10.92
2DGLCNRx	-18.06	141421.36	-14.62	-277239.68	277210.44
ASPt2_3pp	0.00	0.00	-17.37	-36.97	2.23
ASPt2pp	0.00	0.00	-0.00	-19.60	19.60
ASPtex	0.00	0.00	0.00	-19.60	19.60
ARBtex	0.00	0.00	-0.00	-19.60	19.60
ARGAGMt7pp	0.00	0.00	8.68	-30.52	47.89
ARGDC	-386.00	141421.36	-387.72	-277622.87	276807.65
2DGLCNRy	-21.22	141421.36	-14.34	-277239.40	277210.72
ARGDCpp	-386.00	141421.36	-387.72	-277622.87	276807.65
ARGORNt7pp	0.00	0.00	0.00	-39.20	39.20
ARGSL	0.00	173205.08	-3.44	-339534.69	339488.03
ARGSS	-1971.07	223606.80	-1969.35	-440297.47	436358.78
ARGTRS	-1971.07	223606.80	-1971.07	-440299.19	436357.06
ARGabcpp	-854.83	141421.36	-861.80	-278116.55	276353.17
ASR	-237.53	264575.13	-239.25	-518835.62	518396.90
AST	-0.00	200000.00	6.88	-392032.32	392046.08
ATHRDHr	21.22	141421.36	14.34	-277210.72	277239.40
ATPHs	158.11	141421.36	158.11	-277077.04	277353.48
ATPM	-854.83	141421.36	-853.11	-278088.26	276342.26
ATPPRT	-1971.07	173205.08	-1974.51	-341495.67	337546.65
ATPS4rpp	854.83	141421.36	818.38	-276376.99	278053.53
BALAt2pp	0.00	0.00	-8.68	-28.28	10.92
ARGt3pp	0.00	0.00	-0.00	-19.60	19.60
ARGtex	0.00	0.00	-0.00	-19.60	19.60
ASAD	1113.58	141421.36	1106.70	-276108.27	278361.45
BALAtex	0.00	0.00	0.00	-19.60	19.60
ASCBPL	237.53	141421.36	232.37	-276973.09	277437.83
2DGULRx	-18.06	141421.36	-14.62	-277239.68	277210.44
ASCBptspp	0.00	200000.00	3.44	-392035.76	392042.64
ASCBtex	0.00	0.00	0.00	-19.60	19.60
ASNN	158.11	141421.36	156.39	-277078.76	277351.76
BETALDHx	255.59	141421.36	252.15	-276972.91	277477.21
BETALDHy	258.75	141421.36	251.87	-276973.19	277476.93
BPNT	-854.83	141421.36	-847.95	-278083.10	276347.42
BSORx	-255.59	141421.36	-252.15	-277477.21	276972.91
BSORy	-258.75	141421.36	-251.87	-277476.93	276973.19
ASNNpp	158.11	141421.36	156.39	-277078.76	277351.76
ASNS1	-1733.54	244948.97	-1731.82	-481920.30	478416.89
2DGULRy	-21.22	173205.08	123.34	-339427.51	339634.41
ASNS2	-1891.65	200000.00	-1888.21	-393947.01	390170.59
ASNTRS	-1971.07	223606.80	-1968.49	-440296.61	436359.64
BTS4	-0.00	244948.97	-0.00	-480158.79	480158.79
BUTCT	0.00	200000.00	-0.00	-392039.20	392039.20
BUTSO3abcpp	-854.83	141421.36	-844.43	-278099.18	276370.54
BUTSO3tex	0.00	0.00	-0.00	-19.60	19.60
BUTt2rpp	0.00	0.00	-0.00	-19.60	19.60
ASNabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
ASNt2rpp	0.00	0.00	-8.68	-28.28	10.92
BUTtex	0.00	0.00	0.00	-19.60	19.60
2MAHMP	-854.83	141421.36	-854.83	-278089.98	276340.54
CA2t3pp	0.00	0.00	8.68	-10.92	28.28
34dhpactex	0.00	0.00	0.00	-19.60	19.60
CA2tex	0.00	0.00	0.00	-19.60	19.60
CDAPPA161	237.53	173205.08	232.37	-339298.88	339723.84
CDAPPA180	237.53	173205.08	232.37	-339298.88	339723.84
CDAPPA181	237.53	173205.08	232.37	-339298.88	339723.84
CADVtpp	0.00	0.00	-0.00	-39.20	39.20
CAT	-190.59	11.20	-190.59	-222.05	-119.36
CDPMEK	-0.00	200000.00	-5.16	-392044.36	392034.04
3AMPtex	0.00	0.00	0.00	-19.60	19.60
CFAS160E	-0.00	316227.77	-0.00	-619865.22	619865.22
CAt6pp	0.00	0.00	8.68	-30.52	47.89
CBIAT	0.00	200000.00	0.00	-392039.20	392039.20
CFAS160G	-0.00	316227.77	-0.00	-619865.22	619865.22
3CMPtex	0.00	0.00	0.00	-19.60	19.60
CFAS180E	-0.00	316227.77	-0.00	-619865.22	619865.22
CFAS180G	-0.00	316227.77	-0.00	-619865.22	619865.22
CGLYabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CBItonex	0.00	0.00	-8.68	-28.28	10.92
CBIuabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CBL1abcpp	-854.83	141421.36	-844.43	-278099.18	276370.54
CGLYtex	0.00	0.00	-0.00	-19.60	19.60
3GMPtex	0.00	0.00	0.00	-19.60	19.60
CHLabcpp	-854.83	141421.36	-861.80	-278116.55	276353.17
CHLt2pp	0.00	0.00	-17.37	-36.97	2.23
CHLtex	0.00	0.00	0.00	-19.60	19.60
CHORM	0.00	141421.36	0.00	-277205.46	277205.46
CHORS	-1092.36	141421.36	-1085.48	-278320.63	276109.89
CBL1tonex	0.00	0.00	-8.68	-28.28	10.92
CBLAT	0.00	200000.00	1.72	-392037.48	392040.92
CBMKr	465.42	173205.08	467.14	-339043.93	340017.99
CBPS	-268.02	331662.48	-264.58	-650431.13	649862.19
CD2abcpp	-854.83	141421.36	-835.75	-278090.50	276379.22
CD2t3pp	0.00	0.00	8.68	-10.92	28.28
CD2tex	0.00	0.00	0.00	-19.60	19.60
CHRPL	0.00	173205.08	1.72	-339529.53	339493.19
CINNDO	-34.46	141421.36	-31.02	-277245.99	277223.73
CITL	0.00	173205.08	3.44	-339527.81	339494.91
CITt7pp	0.00	0.00	8.68	-30.52	47.89
CD2tpp	0.00	0.00	-17.37	-36.97	2.23
3HAD100	-237.53	141421.36	-237.53	-277442.99	276967.93
CDAPPA120	237.53	173205.08	232.37	-339298.88	339723.84
CDAPPA140	237.53	173205.08	232.37	-339298.88	339723.84
CDAPPA141	237.53	173205.08	232.37	-339298.88	339723.84
CITtex	0.00	0.00	-0.00	-19.60	19.60
CLIPAtex	0.00	0.00	0.00	-19.60	19.60
CLPNH120pp	237.53	173205.08	235.81	-339295.44	339727.28
CLPNH140pp	237.53	173205.08	235.81	-339295.44	339727.28
CLPNH141pp	237.53	173205.08	235.81	-339295.44	339727.28
CDAPPA160	237.53	173205.08	232.37	-339298.88	339723.84
CLPNH160pp	237.53	173205.08	235.81	-339295.44	339727.28
3HAD120	-237.53	141421.36	-237.53	-277442.99	276967.93
CLPNH161pp	237.53	173205.08	235.81	-339295.44	339727.28
3HAD121	-237.53	141421.36	-237.53	-277442.99	276967.93
CLPNH180pp	237.53	173205.08	235.81	-339295.44	339727.28
CLPNH181pp	237.53	173205.08	235.81	-339295.44	339727.28
CLPNS120pp	0.00	244948.97	-1.72	-480140.91	480137.47
CLPNS140pp	0.00	244948.97	-1.72	-480140.91	480137.47
CRNDCAL2	-1092.36	223606.80	-1083.76	-439411.89	437244.36
CRNDabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CRNDt2rpp	0.00	0.00	-8.68	-28.28	10.92
CRNabcpp	-854.83	141421.36	-853.11	-278107.86	276361.86
CRNt2rpp	0.00	0.00	-8.68	-28.28	10.92
CRNt7pp	0.00	0.00	0.00	-39.20	39.20
CLPNS141pp	0.00	244948.97	-1.72	-480140.91	480137.47
CLPNS160pp	0.00	244948.97	-1.72	-480140.91	480137.47
CRNt8pp	0.00	0.00	-0.00	-39.20	39.20
CLPNS161pp	0.00	244948.97	-1.72	-480140.91	480137.47
CLPNS180pp	0.00	244948.97	-1.72	-480140.91	480137.47
CRNtex	0.00	0.00	-0.00	-19.60	19.60
CLPNS181pp	0.00	244948.97	-1.72	-480140.91	480137.47
3HAD140	-237.53	141421.36	-237.53	-277442.99	276967.93
CLt3_2pp	0.00	0.00	26.05	-13.15	65.25
CLtex	0.00	0.00	0.00	-19.60	19.60
