Reaction ID	Standard reaction Gibbs energy (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed reaction Gibbs energy (kJ/mol)	Minimum transformed reaction Gibbs energy (kJ/mol)	Maximum transformed reaction Gibbs energy (kJ/mol)
2AMACHYD	-63.96	3.95	-63.89	-100.44	-64.17
2AMACSULT	-354.35	11.12	-354.68	-411.53	-308.57
2AMADPTm	0.00	0.00	-15.06	-50.69	20.56
2DR1PP	7.83	3.86	7.09	-28.54	11.84
2HBO	117.19	7.73	116.81	81.71	137.95
2HBt2	0.00	0.00	-0.00	-17.81	17.81
2HCO3_NAt	0.00	0.00	2.66	-69.73	33.98
2MCITt	0.00	0.00	-8.66	-26.48	9.15
2OXOADOXm	25.21	16.07	25.32	-36.83	49.07
2OXOADPTm	0.00	0.00	0.00	-35.63	35.63
34DHOXPEGOX	-123.71	7.87	-123.34	-144.47	-88.23
34DHOXPEGt	0.00	0.00	-0.03	-17.84	17.79
34DHPHAMT	-78.47	8.66	-79.18	-114.81	-43.55
34DHPHEt	0.00	0.00	0.04	-17.78	17.85
34DHPLACOX	184.70	7.96	183.58	148.47	204.72
34DHPLACOX_NADP_	115.39	10.07	114.28	85.98	153.32
34DHXMANDACOX	204.03	8.10	202.91	167.80	224.05
34DHXMANDACOX_NADP_	134.71	10.19	133.61	105.31	172.65
34HPLFM	-111.57	9.26	-110.89	-130.74	-64.13
34HPPOR	-443.08	7.81	-443.08	-478.70	-407.45
35CGMPtn	0.00	0.00	0.00	-17.81	17.81
3AIBTm	-71.12	5.95	-71.02	-106.64	-35.39
3AIBtmi	0.00	0.00	0.02	-17.80	17.83
3DPHBH1	-546.95	39.85	-546.36	-554.33	-469.91
3DPHBH2	-477.64	40.33	-477.04	-510.43	-404.75
3DSPHR	-47.08	10.58	-45.22	-84.26	-16.92
3HAO	-385.17	6.70	-343.14	-349.08	-295.64
3HBCDm	18.71	10.51	18.75	0.93	36.56
3HBCOAHLm	3.19	11.96	2.41	-31.18	5.92
3HKYNAKGAT	202.76	8.80	202.79	167.17	238.42
3HLYTCL	-131.40	6.75	-130.63	-178.13	-124.70
3M4HDXPAC	146.06	8.06	144.94	109.83	166.08
3MLDAt	0.00	0.00	-2.75	-20.56	15.07
3MOBt2im	0.00	0.00	0.00	-17.81	17.81
3MOPt2im	0.00	0.00	0.00	-17.81	17.81
3MOX4HOXPGALDOX	158.20	8.51	157.08	121.98	178.22
3MOX4HOXPGALDOX_NADP_	88.89	10.51	87.78	59.49	126.82
3MOXTYROX	-14.65	7.57	-14.74	-69.10	2.81
3SALAASPm	0.00	0.00	-14.74	-50.37	20.89
3SALACBOXL	-9.11	4.74	-7.59	-55.09	-1.65
3SALAOX	-159.16	8.99	-157.79	-181.54	-92.47
3SALATAi	100.90	5.35	101.67	66.05	137.30
3SALATAim	100.90	5.35	101.86	66.23	137.48
3SPYRSP	84.51	3.11	81.50	34.00	87.44
3SPYRSPm	84.51	3.11	77.86	30.36	83.80
41R1H2MAE12BOOX	-22.35	8.91	-22.31	-87.63	1.44
41R2A1H12BOOX	-41.15	7.89	-41.19	-95.55	-23.65
42A12BOOX	-14.65	7.60	-14.74	-69.10	2.80
4ABUTtm	0.00	0.00	-0.02	-17.83	17.80
4HBZCOAFm	188.83	16.18	187.47	125.32	211.22
4HBZFm	-33.32	12.27	-33.31	-66.91	-29.80
4HDEBRISOQUINEte	0.00	0.00	-2.89	-20.71	14.92
4HGLSDm	143.56	9.00	142.56	95.80	162.40
4HOXPACDOX_NADP_	130.44	9.92	129.33	101.03	168.37
4MOPt2im	0.00	0.00	0.00	-17.81	17.81
4MPTNLte	0.00	0.00	0.00	-17.81	17.81
4MPTNLtm	0.00	0.00	0.00	-17.81	17.81
4MTOLBUTAMIDEte	0.00	0.00	0.00	-17.81	17.82
4NPHSFte	0.00	0.00	2.89	-14.92	20.71
4NPHSULT	-602.70	7.40	-556.67	-592.30	-521.04
4NPHte	0.00	0.00	2.09	-15.72	19.91
4PYRDX	17.80	4.53	14.72	-48.75	20.47
5ADTSTSTERONEGLCte	17.80	4.53	15.91	-47.57	21.65
5ADTSTSTERONEGLCtr	0.00	0.00	0.00	-17.81	17.81
5ADTSTSTERONESte	0.00	0.00	-2.89	-20.71	14.92
5ADTSTSTERONESULT	-440.79	24.78	-441.53	-477.15	-405.90
5ADTSTSTERONEte	0.00	0.00	-0.00	-17.81	17.81
5ADTSTSTERONEtr	0.00	0.00	0.00	-17.81	17.81
5AOPtm	0.00	0.00	-2.40	-20.21	15.42
5DHFtl	0.00	0.00	-55.91	-73.72	-38.09
5FTHFt2	0.00	0.00	5.48	-12.33	23.29
5HLTDL	-131.40	5.70	-130.64	-178.15	-124.71
5HOMEPRAZOLEte	0.00	0.00	0.02	-17.79	17.83
5HOXINDACTO2OX	-48.92	7.79	-49.66	-85.29	-14.04
5HOXINOXDA	-61.74	7.26	-61.82	-116.18	-44.28
5HTRPVESSEC	17.80	4.53	15.88	-47.59	21.63
5MTHFt	0.00	0.00	3.26	-14.56	21.07
5MTHFt2	0.00	0.00	3.26	-14.56	21.07
5THFtl	0.00	0.00	-11.02	-28.83	6.80
5THFtm	0.00	0.00	-88.83	-106.65	-71.02
6DHFtl	0.00	0.00	-11.04	-28.86	6.77
6DHFtm	0.00	0.00	-100.36	-118.17	-82.54
6HTSTSTERONEte	0.00	0.00	0.00	-17.81	17.81
6HTSTSTERONEtr	0.00	0.00	0.00	-17.81	17.81
6THFtl	0.00	0.00	-11.04	-28.86	6.77
6THFtm	0.00	0.00	-100.36	-118.17	-82.54
7DHCHSTEROLtr	0.00	0.00	0.00	-17.81	17.81
7DHFtl	0.00	0.00	-14.71	-32.52	3.11
7DHFtm	0.00	0.00	-119.08	-136.89	-101.26
7THFtl	0.00	0.00	-14.55	-32.36	3.27
7THFtm	0.00	0.00	-118.73	-136.55	-100.92
A_MANASEly	-91.91	13.93	-91.91	-169.10	-97.85
A4GALTc	1405.35	14.22	-206.75	-242.38	-171.12
A4GALTg	1405.35	14.22	-17.59	-58.29	7.03
A4GNT1g	114.97	8.56	114.29	73.59	138.91
A4GNT2g	114.97	8.56	114.29	73.59	138.91
AACTOOR	-51.49	6.40	-50.71	-105.07	-33.16
AACTtm	0.00	0.00	17.35	-0.46	35.17
AASAD3m	103.14	13.00	101.80	55.03	121.64
AATAi	2.70	10.90	2.70	-32.92	38.33
ABO1g	194.00	9.18	193.32	152.62	217.94
ABO2g	626.28	6.84	625.16	584.46	649.78
ABO3g	626.28	6.84	625.16	584.46	649.78
ABO4g	194.00	9.18	193.32	152.62	217.94
ABO5g	194.00	9.18	193.32	152.62	217.94
ABO6g	194.00	9.18	100.74	60.04	125.35
ABO7g	194.00	9.18	300.71	260.02	325.33
ABO8g	626.28	6.84	625.16	584.46	649.78
ABO9g	1252.56	10.93	1250.32	1186.74	1281.74
ABTArm	-14.25	7.65	-14.35	-49.98	21.27
ABTD	64.36	7.83	63.98	28.87	85.12
ABTti	0.00	0.00	0.00	-17.81	17.81
ABUTt2rL	0.00	0.00	-1.58	-19.39	16.23
ABUTt4_2_r	0.00	0.00	-6.01	-97.35	3.20
ACACT10m	-61.81	15.67	-61.80	-95.00	-40.08
ACACT1rm	24.39	17.27	24.35	2.63	57.55
ACACT1x	24.39	17.27	24.33	-11.30	59.96
ACACt2m	0.00	0.00	0.00	-17.81	17.81
ACACT4p	-65.97	14.91	-66.24	-101.87	-30.62
ACACT5p	-43.95	15.25	-44.23	-79.85	-8.60
ACACT6p	-43.95	15.62	-44.23	-79.85	-8.60
ACACT7p	-65.97	16.02	-66.24	-101.87	-30.62
ACACT8p	-43.95	16.39	-44.23	-79.85	-8.60
ACACT9p	-65.97	18.05	-66.24	-101.87	-30.62
ACACtx	0.00	0.00	-1.19	-19.00	16.62
ACALDtm	0.00	0.00	-0.00	-17.81	17.81
ACALDtr	0.00	0.00	0.00	-17.81	17.81
ACALDtx	0.00	0.00	0.00	-17.81	17.81
ACCOACm	230.08	10.48	229.16	188.22	267.91
ACCOAgt	0.00	0.00	-1.28	-19.09	16.53
ACCOALm	-10.88	13.15	-7.77	-60.62	17.23
ACCOAtn	0.00	0.00	0.00	-17.81	17.81
ACCOAtr	0.00	0.00	0.00	-17.81	17.81
ACETONEt2	0.00	0.00	-2.89	-20.71	14.92
ACETONEt2m	0.00	0.00	-14.96	-32.77	2.86
ACGAGBSIDEtg	0.00	4.75	-0.00	-17.82	17.81
ACGAGBSIDEtl	0.00	4.75	-0.01	-17.82	17.81
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	0.00	4.75	-0.00	-17.81	17.81
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	0.00	4.75	0.00	-17.81	17.82
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	0.00	4.75	-0.00	-17.81	17.81
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.00	4.75	0.00	-17.81	17.82
ACGALK	-115.09	6.02	-116.08	-161.74	-97.26
ACGALK2	-138.19	4.88	-139.18	-174.80	-103.55
ACGALtlg	0.00	0.00	0.47	-17.34	18.28
ACGALtly	0.00	0.00	2.47	-15.34	20.29
ACGAM6PSi	-73.36	11.56	-73.99	-106.85	-49.84
ACGAMK	-129.55	5.67	-130.66	-176.32	-111.85
ACGAMPM	6.97	3.25	7.09	-10.72	24.91
ACGAMtly	0.00	0.00	2.47	-15.34	20.29
ACGBGBSIDEtg	0.00	0.00	373.31	355.49	391.12
ACGBGBSIDEtl	0.00	0.00	745.79	727.97	763.60
ACGPID	-129.97	5.29	-129.23	-176.73	-123.29
ACGSm	-73.36	12.44	-74.04	-95.75	-40.84
ACHEe	19.75	4.10	19.01	-28.50	24.94
ACHtn	0.00	0.00	0.00	-17.81	17.81
ACHVESSEC	17.80	4.53	18.80	-44.67	24.55
ACITL	16.07	12.14	15.02	-54.80	35.81
ACN13ACNGALGBSIDEte	0.00	4.75	-5.79	-23.60	12.02
ACN13ACNGALGBSIDEtg	0.00	4.75	-0.00	-17.82	17.81
ACN23ACNGALGBSIDEte	0.00	4.75	-5.79	-23.60	12.02
ACN23ACNGALGBSIDEtg	0.00	4.75	-0.00	-17.82	17.81
ACNACNGAL14ACGLCGALGLUSIDEte	0.00	0.00	126.91	109.09	144.72
ACNACNGAL14ACGLCGALGLUSIDEtg	0.00	0.00	-514.55	-532.36	-496.74
ACNACNGALGBSIDEte	0.00	4.75	-5.79	-23.60	12.02
ACNACNGALGBSIDEtg	0.00	4.75	-0.00	-17.82	17.81
ACNAM9PL	-52.72	4.37	-54.06	-77.81	-19.62
ACNAM9PL2	-123.79	4.64	-124.99	-148.74	-90.55
ACNAMlt	0.00	0.00	-2.31	-20.12	15.50
ACNAMPH	138.88	5.42	138.47	102.84	143.22
ACNAMtn	0.00	0.00	0.00	-17.81	17.81
ACNGALACGLCGAL14ACGLCGALGLUSIDEte	0.00	4.75	2.89	-14.92	20.71
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	0.00	4.75	0.00	-17.81	17.82
ACNMLr	9.35	5.56	9.34	-38.17	15.27
ACOAD10m	620.21	11.94	620.21	584.59	655.84
ACOAD1fm	723.63	11.71	723.64	688.01	759.26
ACOAD8m	602.89	12.65	602.89	567.27	638.52
ACOAD9m	667.79	11.95	667.80	632.17	703.43
ACOAHi	6.78	11.33	5.98	-38.76	0.44
ACOAO7p	-56.12	13.69	-56.09	-91.72	-20.47
ACODA	-48.20	11.24	-47.93	-95.43	-41.99
ACONTm	7.63	2.40	7.63	-10.19	25.44
ACOX22x	-812.72	27.47	-812.71	-842.40	-762.24
ACOX2x	-1126.61	26.88	-1126.32	-1150.07	-1061.00
ACP1_FMN_	32.90	7.00	32.23	-3.39	36.98
ACRNtm	0.00	0.00	4.75	-13.06	22.57
ACS2	-10.88	13.15	-10.92	-49.13	21.05
ACSm	5.46	11.86	8.60	-44.25	33.60
ACSRTNMT	-80.87	8.12	-81.58	-117.20	-45.95
ACt2m	0.00	0.00	0.00	-17.81	17.82
ACt2r	0.00	0.00	-0.00	-17.82	17.81
ACtg	0.00	0.00	-0.03	-17.85	17.78
ACTLMO	-335.84	9.79	-335.47	-362.63	-277.49
ACTNMO	-483.11	9.80	-482.75	-509.91	-424.76
ADA	39.62	3.40	40.27	3.72	39.99
ADAe	39.62	3.40	40.21	-7.29	46.15
ADCim	-57.98	4.50	-57.24	-104.74	-51.30
ADEt	0.00	0.00	-0.02	-17.84	17.79
ADK1m	-5.32	7.33	-10.56	-19.35	10.22
ADK3	-28.42	5.07	-30.03	-72.06	13.19
ADK3m	-28.42	5.07	-33.66	-54.95	1.81
ADKd	-4.12	6.12	-5.71	-41.34	29.91
ADMDC	-138.71	6.97	-138.69	-186.19	-132.75
ADNCYC	14.13	4.85	14.50	-17.38	7.19
ADNK1m	31.45	4.94	30.66	7.54	51.60
ADNt	0.00	0.00	-0.00	-17.81	17.81
ADNt4	0.00	0.00	-3.00	-57.58	10.51
ADNtl	0.00	0.00	0.07	-17.75	17.88
ADNtm	0.00	0.00	0.00	-17.81	17.81
ADPMAN	23.96	7.58	21.95	-37.43	22.42
ADPRIBt	0.00	0.00	5.79	-12.02	23.60
ADPtx	0.00	0.00	-3.02	-16.55	26.67
ADRNCOAtx	0.00	0.00	-5.00	-22.81	12.81
ADRNCPT1	-72.04	17.32	-71.89	-104.75	-47.73
ADRNCPT2	72.04	17.32	72.05	38.85	93.77
ADRNCRNt	0.00	0.00	0.00	-17.81	17.82
ADRNLPVESSEC	17.80	4.53	18.75	-44.72	24.50
ADRNt	0.00	0.00	2.89	-14.92	20.70
ADSK	526.15	6.38	525.00	479.33	543.81
ADSL1	47.36	2.92	47.37	-12.01	47.84
ADSL2	7.81	5.93	8.13	-39.37	14.07
AFLATOXINte	0.00	0.00	-0.00	-17.81	17.81
AG13T16g	-665.07	29.46	-704.66	-745.36	-680.05
AG13T17g	-677.72	35.46	-717.69	-758.39	-693.07
AG13T18g	-666.23	43.98	-705.36	-746.05	-680.74
AG13T1g	-730.21	24.52	-769.89	-810.59	-745.27
AG13T2g	-658.18	31.53	-697.96	-738.65	-673.34
AG13T3g	-666.23	39.54	-706.16	-746.86	-681.55
AGMTm	65.16	10.44	65.18	17.67	71.11
AGPAT1	-703.27	12.48	-2214.91	-2247.78	-2190.76
AGTim	34.79	4.58	34.69	-0.94	70.31
AGTix	34.79	4.58	34.78	-0.85	70.41
AHANDROSTANGLCte	17.80	4.53	15.91	-47.57	21.65
AHANDROSTANGLCtr	0.00	0.00	0.00	-17.81	17.81
AHCYStr	0.00	0.00	0.00	-17.81	17.81
AHEXASE2ly	-4597.31	15.45	-4606.83	-4713.71	-4624.65
AHEXASEly	-3978.14	13.94	-3985.11	-4062.30	-3991.04
AIRCr	121.09	4.87	118.24	112.30	165.74
AKGDm	9.91	14.05	10.01	-52.13	33.76
AKGMALtm	0.00	0.00	0.02	-35.61	35.64
AKGt4_3	0.00	0.00	-3.22	-131.33	1.68
AKGtp	0.00	0.00	-2.38	-20.19	15.44
AKR1C1	-68.15	22.03	-67.78	-106.82	-39.48
AKR1C41	-96.26	22.92	-95.89	-117.02	-60.78
AKR1C42	-96.26	22.44	-95.89	-117.02	-60.78
AKR1D	-22.67	23.95	-22.31	-61.34	5.99
AKR1D2	-22.67	23.49	-22.31	-61.34	5.99
ALAASNNaEx	0.00	0.00	-3.00	-75.39	28.32
ALACYSNaEx	0.00	0.00	-3.03	-75.42	28.30
ALADGLNexR	0.00	0.00	0.00	-35.62	35.63
ALADGLYexR	0.00	0.00	-0.01	-35.64	35.62
ALAGLNexR	0.00	0.00	0.00	-35.62	35.63
ALAGLNNaEx	0.00	0.00	-3.00	-75.39	28.32
ALAGLYexR	0.00	0.00	-0.01	-35.64	35.62
ALASERNaEx	0.00	0.00	-3.04	-75.43	28.29
ALASm	18.86	13.90	16.52	-34.88	37.85
ALAt4	0.00	0.00	-2.99	-57.57	10.52
ALATA_L	31.28	5.33	31.28	-4.35	66.91
ALATHRNaEx	0.00	0.00	-3.03	-75.42	28.29
ALAtN1	0.00	0.00	-3.10	-94.44	6.11
ALCD21_D	112.78	6.84	112.41	77.30	133.55
ALCD21_L	207.80	6.16	207.43	172.32	228.56
ALCD22_D	200.12	6.43	199.74	164.64	220.88
ALCD22_L	165.05	6.24	164.68	129.57	185.82
ALCD2if	119.93	6.51	119.55	84.44	140.69
ALCD2yf	50.61	8.97	50.25	21.95	89.28
ALDD20x	58.77	7.77	57.65	22.54	78.78
ALDD20xm	58.77	7.77	57.35	10.59	77.20
ALDD21	65.15	17.67	64.02	28.91	85.16
ALDD2xm	91.25	6.31	89.83	43.07	109.68
ALDD2y	21.94	8.83	20.83	-7.47	59.87
ALDSTRNte	0.00	0.00	0.00	-17.81	17.81
ALDSTRNtm	0.00	0.00	0.00	-17.81	17.81
ALOX12	-136.76	10.63	-136.76	-142.70	-89.26
ALOX15	-114.35	10.90	-114.35	-120.29	-66.85
ALOX5	-114.35	10.90	-114.35	-120.28	-66.84
ALOX52	-334.68	9.02	-334.68	-352.50	-316.87
ALR2	-180.85	9.02	-180.48	-219.52	-152.19
ALR3	-53.38	8.96	-53.02	-92.06	-24.72
AMACR2p	-278.43	28.01	-278.13	-290.00	-245.47
AMACRp	-0.98	25.87	-0.98	-18.79	16.84
AMCOXO	-67.75	11.38	-67.19	-124.96	-56.98
AMETr	0.00	0.00	0.00	-17.81	17.81
AMETt2m	0.00	0.00	-14.98	-50.61	20.65
AMPDA	-6.93	3.12	-6.28	-37.36	5.32
AMPTASECGe	55.96	5.98	55.88	8.38	61.82
AMPtp	0.00	0.00	-2.52	-14.87	27.16
AMY1e	-485.91	32.88	-485.92	-741.24	-563.11
AMY2e	-5423.72	11.49	-5423.72	-5679.05	-5500.91
ANDRSTRNGLCte	17.80	4.53	15.91	-47.57	21.65
ANDRSTRNGLCtr	0.00	0.00	0.00	-17.81	17.81
ANDRSTRNte	0.00	0.00	-0.00	-17.81	17.81
ANDRSTRNtr	0.00	0.00	0.00	-17.81	17.81
ANTIPYRENEte	0.00	0.00	-0.00	-17.81	17.81
AOBUTDsm	-129.70	5.36	-126.06	-173.56	-120.12
APAT2rm	-25.94	7.69	-26.04	-61.67	9.58
APNNOXte	0.00	0.00	-0.00	-17.81	17.81
APOCF	25.18	10.19	24.47	18.53	71.97
APOCFm	25.18	10.19	24.60	18.67	72.10
APOC_LYS_BTNP	-119.88	15.57	-120.38	-167.88	-114.44
APOC_LYS_BTNPm	-119.88	15.57	-120.09	-167.59	-114.15
APPNNte	0.00	0.00	-0.00	-17.81	17.81
APRTO2	-92.81	9.36	-91.12	-145.48	-73.58
AQCOBALt	0.00	4.75	-0.00	-17.81	17.81
ARAB_Lt	0.00	0.00	0.00	-17.81	17.81
ARABR	67.15	10.25	67.51	28.48	95.81
ARACHCOAtx	0.00	0.00	-4.99	-22.81	12.82
ARACHCPT1	3.48	14.64	3.63	-29.23	27.79
ARACHCPT2	-3.48	14.64	-3.48	-36.67	18.24
ARACHCRNt	0.00	0.00	0.00	-17.81	17.82
ARACHDCOAtx	0.00	0.00	-4.99	-22.80	12.82
ARACHDt2	0.00	0.00	2.89	-14.92	20.70
ARACHDtr	0.00	0.00	0.00	-17.81	17.81
ARACHt	0.00	0.00	2.89	-14.92	20.70
ARGDCm	-113.87	12.45	-112.88	-160.39	-106.95
ARGLYSex	0.00	0.00	0.02	-35.61	35.64
ARGNm	98.99	12.08	99.15	51.65	105.09
ARGSS	-123.51	14.40	-124.14	-173.83	-89.41
ARGt4	0.00	0.00	-5.87	-60.44	7.64
ARGtm	0.00	0.00	-0.27	-18.08	17.54
ARSA	-509.57	5.57	-509.57	-557.07	-503.63
ARTCOAL1	-1807.14	10.47	-1797.05	-1841.79	-1802.59
ARTCOAL2	-1807.14	10.47	-1797.05	-1841.79	-1802.59
ARTCOAL3	-1807.14	10.47	-1797.05	-1841.79	-1802.59
R_group_phosphotase_1	1819.39	11.05	1808.66	1770.44	1840.62
R_group_phosphotase_2	1819.39	11.05	1808.66	1770.44	1840.62
R_group_phosphotase_3	1819.39	11.05	1808.66	1770.44	1840.62
ARTFR208	1.68	31.46	-34.50	-168.07	83.38
ARTPLM3	-2102.23	8.89	-2067.85	-2085.67	-2050.04
ARTPLM3m	-2102.23	8.89	-2067.49	-2085.31	-2049.68
ASAH1	86.97	8.36	86.23	38.73	92.17
ASCBOX	-122.94	10.44	-119.23	-172.67	-65.79
ASCBt	0.00	0.00	2.89	-14.92	20.71
ASCBt4	0.00	0.00	-0.11	-54.69	13.40
ASNALANaEx	0.00	0.00	-3.00	-75.39	28.32
ASNCYSNaEx	0.00	0.00	-3.03	-75.42	28.30
ASNGLNNaEx	0.00	0.00	-3.00	-75.39	28.32
ASNNm	-76.51	6.03	-77.05	-124.55	-71.11
ASNS1	-12.31	9.01	-12.94	-92.32	9.91
ASNSERNaEx	0.00	0.00	-3.04	-75.43	28.29
ASNt4	0.00	0.00	-2.99	-57.57	10.52
ASNTHRNaEx	0.00	0.00	-3.03	-75.42	28.29
ASNtm	0.00	0.00	-0.12	-17.93	17.70
ASNtN1	0.00	0.00	-3.10	-94.44	6.11
ASPCTr	-7.62	4.90	-7.90	-31.65	26.53
ASPDt6	0.00	0.00	-6.01	-151.92	16.71
ASPDxt	0.00	0.00	1.19	-16.62	19.01
ASPGLUm	0.00	0.00	-14.99	-50.61	20.64
ASPNATm	-73.36	12.16	-74.05	-95.77	-40.86
ASPt6	0.00	0.00	-6.01	-151.92	16.71
ASPTAm	-9.37	5.59	-9.38	-45.01	26.24
ATP1ter	0.00	0.00	0.00	-45.66	18.81
ATP2ter	0.00	0.00	0.00	-45.66	17.63
ATPasel	17.80	4.53	17.74	-27.92	5.67
ATPH1e	40.92	4.40	40.26	-36.93	34.32
ATPH2e	23.12	4.00	23.98	-23.52	29.92
ATPtm	0.00	0.00	-14.96	-21.27	16.02
ATPtn	0.00	0.00	0.00	-15.97	5.28
ATPtx	0.00	0.00	-4.21	-20.18	1.08
AVITE2t	0.00	0.00	0.00	-17.81	17.81
B_MANNASEly	-51.95	6.52	-52.67	-100.17	-46.73
B3GALT3g	194.00	9.18	193.32	152.62	217.94
B3GALT41g	626.28	6.84	625.16	584.46	649.78
B3GALT42g	626.28	6.84	625.16	584.46	649.78
B3GALT43g	626.28	6.84	625.16	584.46	649.78
B3GALT44g	626.28	6.84	625.16	584.46	649.78
B3GALT5g	626.28	6.84	625.16	584.46	649.78
B3GALTg	626.28	6.84	625.16	584.46	649.78
B3GNT11g	114.97	8.56	114.29	73.59	138.91
B3GNT12g	-917.32	8.44	-4726.67	-4767.36	-4702.05
B3GNT310g	626.28	6.84	625.16	584.46	649.78
B3GNT311g	626.28	6.84	542.21	501.51	566.82
B3GNT312g	626.28	6.84	625.16	584.46	649.78
B3GNT313g	626.28	6.84	617.75	577.06	642.37
B3GNT314g	626.28	6.84	625.16	584.46	649.78
B3GNT315g	551.81	6.35	52.04	11.34	76.66
B3GNT31g	626.28	6.84	625.16	584.46	649.78
B3GNT32g	626.28	6.84	625.16	584.46	649.78
B3GNT33g	626.28	6.84	625.16	584.46	649.78
B3GNT34g	114.97	8.56	114.29	73.59	138.91
B3GNT35g	626.28	6.84	625.16	584.46	649.78
B3GNT36g	262.45	7.42	-2582.16	-2588.09	-2534.65
B3GNT37g	626.28	6.84	625.16	584.46	649.78
B3GNT39g	-152.79	14.22	1267.91	1227.21	1292.53
B3GNT51g	894.05	15.12	-528.46	-569.16	-503.84
BAAT1x	-32.04	25.87	-74.61	-110.24	-38.99
BAAT2x	-40.09	25.77	-82.76	-118.38	-47.13
BAAT3x	-49.77	27.05	-92.38	-128.01	-56.76
BAAT4x	-32.04	26.31	-74.65	-110.28	-39.02
BACCL	531.03	10.56	532.15	512.15	554.53
BACCLm	531.03	10.56	534.91	497.45	556.01
BALAtmr	0.00	0.00	-0.02	-17.83	17.80
BALAVECSEC	17.80	4.53	15.91	-47.57	21.65
BAMPPALDOX	205.66	8.62	204.56	169.45	225.69
BBHOX	-521.02	7.87	-564.59	-618.03	-511.15
BCDO	-214.30	20.75	-214.30	-249.92	-178.67
BDHm	109.71	6.68	109.03	62.27	128.88
BETALDHxm	131.29	6.57	178.85	132.09	198.70
BHBt	0.00	0.00	-0.00	-17.81	17.81
BHBtm	0.00	0.00	0.00	-17.81	17.82
BHMT	278.06	6.69	234.58	198.96	270.21
BILDGLCURt	0.00	0.00	2.84	-32.79	38.47
BILDGLCURte	17.80	4.53	10.24	-53.24	15.98
BILDGLCURtr	0.00	0.00	0.00	-17.81	17.81
BILGLCURt	0.00	0.00	2.83	-32.79	38.46
BILGLCURte	17.80	4.53	10.24	-53.23	15.99
BILGLCURtr	0.00	0.00	0.00	-17.81	17.81
BILIRED	-70.74	13.94	-70.39	-109.42	-42.09
BILIRUBt2	0.00	0.00	2.83	-32.79	38.46
BILIRUBtr	0.00	0.00	0.00	-17.81	17.81
BIOCYTtn	0.00	0.00	0.00	-17.81	17.81
BMTer_U	12.22	5.09	437.61	418.02	457.21
BPNT2	-508.35	4.99	-509.09	-544.72	-504.34
BTND1	-63.69	18.56	-63.22	-110.72	-57.28
BTND1n	-63.69	18.56	-63.22	-110.72	-57.28
BTNDe	-63.69	18.56	-63.39	-110.89	-57.45
BTNDm	-63.69	18.56	-63.65	-111.15	-57.71
BTNPL	-360.40	9.05	-361.41	-408.91	-331.25
BTNPLm	-360.40	9.05	-361.18	-396.81	-325.56
